symbol,high52,low52,dividendAmount,dividendYield,dividendDate,peRatio,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg,avg10DaysVolume,avg1DayVolume,avg3MonthVolume,declarationDate,dividendFreq,eps,dtnVolume,nextDividendPayDate,nextDividendDate,fundLeverageFactor
AMGN,346.85,248.38,9.0,2.75288,2024-08-16 00:00:00.0,56.81283,8.33785,28.3288,5.41894,17.20723,63.4124,61.421,10.1183,8.8936,10.1183,8.8936,49.268,4.479,4.63457,0.75452,1.2644,0.0,83.2973,1057.2995,964.0,5.79957,-60.9444,0.0,0.0,7.0926,16.3719,0.0,537329220.0,0.0,175669041894.0,11.02941,0.0,0.0,0.0,2.25,2024-09-06 00:00:00.0,0.57972,0.0,0.0,0.0,1584809,2522478,2141008,2024-08-02 00:00:00.0,4,12.49,1444360,2024-12-06 00:00:00.0,2024-11-18 00:00:00.0,0.0
APH,70.84,39.34,0.66,0.99218,2024-09-17 00:00:00.0,39.57777,26.23671,9.03108,6.02938,24.77524,33.2352,33.6066,15.6936,14.5386,15.8168,14.6466,25.456,10.4453,13.8928,1.20311,2.01742,0.0,34.7504,60.1005,55.6356,1.67493,8.7433,0.0,0.0,-0.5411,6.6094,0.0,1204288801.0,0.0,80109291042.0,7.45979,0.0,0.0,0.0,0.165,2024-10-09 00:00:00.0,1.25561,0.0,0.0,0.0,4895237,6095030,7503599,2024-07-24 00:00:00.0,4,1.555,6842336,2025-01-09 00:00:00.0,2024-12-17 00:00:00.0,0.0
ADI,244.14,154.99,3.68,1.5873,2024-09-03 00:00:00.0,68.60738,1.39102,2.93409,10.64035,14.76114,57.8523,56.7093,17.0675,16.9635,17.0675,16.9635,4.6575,2.8599,3.67097,1.1383,1.68688,0.0,15.3681,23.0698,18.9136,3.31116,-55.0045,0.0,0.0,2.427,-24.4325,0.0,496493455.0,0.0,115107042607.0,70.87729,0.0,0.0,0.0,0.92,2024-09-17 00:00:00.0,1.08271,0.0,0.0,0.0,3572944,3311536,3372618,2024-08-20 00:00:00.0,4,6.55,3707719,2024-12-17 00:00:00.0,2024-12-03 00:00:00.0,0.0
ANSS,364.31,258.01,0.0,0.0,,55.80902,-12.84435,5.0284,12.03575,39.83777,91.9486,92.0944,21.2968,21.8861,21.2968,21.8861,9.4291,5.4181,7.70901,2.85917,2.95146,0.0,13.0989,15.5757,15.1392,5.655,-5.7923,0.0,0.0,9.8954,6.9947,0.0,87386644.0,0.0,27824781316.0,63.93678,0.0,0.0,0.0,0.0,,1.10816,0.0,0.0,0.0,260433,572601,455366,,0,5.73,289060,,,0.0
AON,344.68,268.06,2.7,0.79351,2024-08-01 00:00:00.0,27.29629,8.85809,10.8815,4.22392,19.92014,47.5349,43.0585,18.0039,13.9361,18.3994,14.3085,82.4367,6.0312,9.40799,0.23559,1.08703,0.0,74.2067,300.7307,297.3692,12.43942,-2.8952,0.0,0.0,7.188,9.9735,0.0,217242161.0,0.0,73918817701.0,26.97974,0.0,0.0,0.0,0.675,2024-08-15 00:00:00.0,0.90681,0.0,0.0,0.0,699875,1128567,1333850,2024-07-12 00:00:00.0,4,12.51,542559,2024-11-15 00:00:00.0,2024-11-01 00:00:00.0,0.0
APA,46.145,26.81,1.0,3.51741,2024-07-22 00:00:00.0,3.16719,-0.19506,2.00768,1.06252,3.11648,71.3852,71.6994,32.6111,19.3559,36.4952,22.1824,79.3798,12.7171,17.58155,0.72551,1.01004,0.0,50.5284,105.4041,103.7875,9.02062,92.0692,0.0,0.0,-26.1588,-1.2636,0.0,369904843.0,0.0,10516394686.0,14.66366,0.0,0.0,0.0,0.25,2024-08-22 00:00:00.0,3.26984,0.0,0.0,0.0,4126295,5383816,5491261,2024-05-22 00:00:00.0,4,9.25,4577893,2024-11-22 00:00:00.0,2024-10-22 00:00:00.0,0.0
AAPL,237.23,164.075,1.0,0.43854,2024-08-12 00:00:00.0,34.49085,113.23055,48.06189,8.43929,23.01545,45.962,46.2571,26.4406,25.0043,26.4406,25.0043,160.5833,22.6119,50.98106,0.79752,0.95298,0.0,51.3034,151.8618,129.2138,6.56667,10.3155,0.0,0.0,-2.8005,0.4349,0.0,15204137000.0,0.0,3466999360110.0,4.38227,0.0,0.0,0.0,0.25,2024-08-15 00:00:00.0,1.24364,0.0,0.0,0.0,38737649,59953296,63640394,2024-08-01 00:00:00.0,4,6.13,35934559,2024-11-15 00:00:00.0,2024-11-12 00:00:00.0,0.0
AMAT,255.89,129.21,1.6,0.81729,2024-08-22 00:00:00.0,21.66578,2.68687,9.03475,6.38347,13.91697,47.4082,47.2853,27.7426,25.1549,27.7426,25.1549,43.91,15.2052,28.66156,1.94701,2.85985,0.0,25.0754,35.4087,33.9543,8.90298,17.4686,0.0,0.0,2.8388,1.1716,0.0,824404088.0,0.0,161393588307.0,22.85287,0.0,0.0,0.0,0.4,2024-09-12 00:00:00.0,1.55052,0.0,0.0,0.0,6958698,5832635,6327250,2024-06-13 00:00:00.0,4,8.11,6632516,2024-12-12 00:00:00.0,2024-11-22 00:00:00.0,0.0
APTV,104.72,65.13,0.0,0.0,2020-02-04 00:00:00.0,5.3335,0.01615,1.63786,0.97723,11.09659,18.4788,19.4416,18.4638,18.5705,18.6289,18.6695,34.9708,5.4296,22.28395,1.06077,1.49441,0.0,30.7648,64.0696,50.4757,13.12833,298.5492,0.0,0.0,14.6492,3.6996,0.0,265760092.0,0.0,18823787316.0,42.9952,0.0,0.0,0.0,0.22,2020-02-19 00:00:00.0,1.79379,0.0,0.0,0.0,3129815,2727591,3476638,2020-01-23 00:00:00.0,4,10.38603,5515778,2020-05-19 00:00:00.0,2020-05-04 00:00:00.0,0.0
ACGL,111.56,72.85,0.0,0.0,,7.81435,0.04579,1.90476,2.4163,7.96954,39.9185,41.8302,35.1945,30.007,35.188,30.007,30.8428,4.8053,20.38021,0.31286,0.61801,0.0,11.6578,13.1962,13.1962,14.20591,140.2681,0.0,0.0,41.8287,31.2802,0.0,374533236.0,0.0,41453338560.0,52.96743,0.0,0.0,0.0,0.0,,0.58308,0.0,0.0,0.0,1103088,1708392,1540039,,0,11.62,1446729,,,0.0
ADM,81.7,50.72,2.0,3.30251,2024-08-21 00:00:00.0,12.16803,-0.56899,1.30464,0.35309,8.2655,7.4407,6.2747,2.9301,2.1844,2.8906,2.1619,10.7498,3.415,7.83741,0.37476,1.44305,0.0,26.9796,52.8738,41.2448,5.00985,-33.1638,0.0,0.0,-7.5043,-11.129,0.0,478142028.0,0.0,28956281215.0,46.33473,0.0,0.0,0.0,0.5,2024-09-11 00:00:00.0,0.72979,0.0,0.0,0.0,2006915,4158003,3467026,2024-08-07 00:00:00.0,4,6.43,1787054,2024-12-11 00:00:00.0,2024-11-21 00:00:00.0,0.0
ANET,376.5,168.25,0.0,0.0,,44.25655,0.96832,13.05698,17.33252,35.54071,64.0122,64.9084,39.0084,39.3651,39.0084,39.3651,34.4627,16.4211,27.49614,3.46955,4.55267,0.0,0.4486,0.7306,0.4519,7.70869,42.3787,0.0,0.0,33.7537,19.9337,0.0,314152875.0,0.0,108577516657.0,26.84236,0.0,0.0,0.0,0.0,,1.10778,0.0,0.0,0.0,1254863,2238555,2121744,,0,6.58,1173458,,,0.0
AJG,294.0,218.625,2.4,0.82742,2024-09-06 00:00:00.0,56.5378,-4.37322,4.90947,5.41784,22.44726,43.3758,42.1361,10.9765,10.7454,10.99,10.8212,10.3605,2.664,5.39422,0.13443,1.04095,0.0,40.2019,74.2622,70.0568,5.1447,0.1996,0.0,0.0,15.5874,17.5754,0.0,219107000.0,0.0,63554176420.0,52.81835,0.0,0.0,0.0,0.6,2024-09-20 00:00:00.0,0.72642,0.0,0.0,0.0,552886,841732,815115,2024-07-24 00:00:00.0,4,4.42,817061,2024-12-20 00:00:00.0,2024-12-06 00:00:00.0,0.0
AIZ,195.5,136.15,2.88,1.48377,2024-09-03 00:00:00.0,12.94826,0.11806,1.72231,0.76069,10.26868,11.618,10.0926,6.8992,6.4515,6.8992,6.4515,16.8108,2.0913,10.37186,0.14535,0.40853,0.0,29.3786,41.6002,41.6002,14.98271,133.6459,0.0,0.0,9.2082,9.3352,0.0,51793255.0,0.0,10053070795.0,96.52714,0.0,0.0,0.0,0.72,2024-09-30 00:00:00.0,0.53855,0.0,0.0,0.0,337213,360869,347304,2024-08-15 00:00:00.0,4,11.95,236780,2024-12-30 00:00:00.0,2024-12-03 00:00:00.0,0.0
T,19.99,14.12,1.11,5.64885,2024-07-10 00:00:00.0,11.41074,-0.03603,1.30114,1.12458,2.95554,59.6053,61.6001,10.4135,12.0716,11.5452,13.253,11.7876,3.9576,3.56601,0.42756,0.70395,0.0,52.9559,123.3103,118.256,1.73696,-245.634,0.0,0.0,1.3972,0.6216,0.0,7170243877.0,0.0,140895292183.0,14.6871,0.0,0.0,0.0,0.2775,2024-08-01 00:00:00.0,0.72006,0.0,0.0,0.0,22935179,36091832,33171531,2024-06-26 00:00:00.0,4,1.96707,20321899,2024-11-01 00:00:00.0,2024-10-10 00:00:00.0,0.0
ATO,132.24,101.0,3.22,2.49014,2024-08-26 00:00:00.0,18.95403,2.39039,1.48628,4.29471,9.93316,57.7176,70.2492,25.0899,23.5997,25.0899,23.5997,9.018,3.5793,4.27548,1.36023,1.73471,0.0,39.2162,64.6476,64.5687,6.81069,16.3108,0.0,0.0,1.7539,-7.1527,0.0,155232827.0,0.0,20073156859.0,78.48452,0.0,0.0,0.0,0.805,2024-09-09 00:00:00.0,0.66467,0.0,0.0,0.0,625752,948886,908964,2024-08-07 00:00:00.0,4,6.1,430826,2024-12-09 00:00:00.0,2024-11-26 00:00:00.0,0.0
ADSK,279.53,192.01,0.0,0.0,,55.35157,5.63758,21.17666,8.06907,33.44541,91.7271,91.5314,17.6616,17.784,17.6616,17.784,65.206,8.2808,18.50065,0.57164,0.68587,0.0,53.3612,120.9625,117.9083,4.60005,19.0692,0.0,0.0,9.8301,10.5995,0.0,215508514.0,0.0,55383533012.0,10.05116,0.0,0.0,0.0,0.0,,1.48503,0.0,0.0,0.0,1002735,1536159,1921947,,0,4.19,1059130,,,0.0
ADP,276.77,205.53,5.6,2.03874,2024-09-13 00:00:00.0,29.96484,2.7507,21.41996,5.10379,17.57957,47.8935,47.1406,19.539,17.3912,19.539,17.3912,93.1398,5.9563,42.07835,0.14067,1.01026,0.0,39.7773,83.5297,73.0033,9.1,10.8404,0.0,0.0,6.6088,6.6088,0.0,407795203.0,0.0,112013186360.0,11.14335,0.0,0.0,0.0,1.4,2024-10-01 00:00:00.0,0.79079,0.0,0.0,0.0,1084440,1646574,1593785,2024-08-07 00:00:00.0,4,9.1,1260071,2025-01-01 00:00:00.0,2024-12-13 00:00:00.0,0.0
AZO,3256.37,2375.35,0.0,0.0,,22.00179,1.84264,-10.46094,2.88404,14.43201,53.1771,53.489,14.6035,15.3872,14.6035,15.3872,-57.4423,14.1964,57.13377,0.10038,0.79297,0.0,151.9364,-260.5796,-243.9789,145.29275,14.114,0.0,0.0,7.4142,5.0281,0.0,17082810.0,0.0,54354938998.0,-282.21168,0.0,0.0,0.0,0.0,,0.71145,0.0,0.0,0.0,94266,142000,124921,,0,132.36,59796,,,0.0
AVB,224.23,160.45,6.8,3.07123,2024-06-28 00:00:00.0,37.71642,-1.74154,2.5026,10.26276,17.15404,64.3314,64.3365,29.4133,34.7444,29.4146,34.7543,7.1432,2.7855,4.23249,0.54237,1.21104,0.0,40.578,72.611,70.0422,5.9144,-33.5544,0.0,0.0,6.6189,5.0591,0.0,142028262.0,0.0,31446477489.0,82.66999,0.0,0.0,0.0,1.7,2024-07-15 00:00:00.0,0.97156,0.0,0.0,0.0,597248,732377,646309,2024-05-16 00:00:00.0,4,6.55765,526639,2024-10-15 00:00:00.0,2024-09-30 00:00:00.0,0.0
AVY,233.475,165.2112,3.52,1.61899,2024-09-04 00:00:00.0,28.1201,-1.07606,7.7027,2.04903,18.40721,28.8142,29.647,7.3364,7.9094,7.3364,7.9094,29.3145,8.3763,12.64412,0.53742,0.89928,0.0,37.1692,140.7371,89.4801,7.78091,12.0915,0.0,0.0,-7.4674,1.1402,0.0,80519053.0,0.0,17506452503.0,28.38616,0.0,0.0,0.0,0.88,2024-09-18 00:00:00.0,0.88997,0.0,0.0,0.0,390777,444293,462625,2024-07-25 00:00:00.0,4,6.2,296276,2024-12-18 00:00:00.0,2024-12-04 00:00:00.0,0.0
AXON,378.89,189.1199,0.0,0.0,,95.64283,11.31408,11.52852,12.2199,62.30551,59.8118,60.253,16.0547,8.093,16.0547,8.093,17.2315,2.8185,10.05337,2.35729,2.87913,0.0,27.0746,37.9444,37.3479,3.78962,181.6621,0.0,0.0,31.3845,32.5902,0.0,75574344.0,0.0,27465983839.0,25.5228,0.0,0.0,0.0,0.0,,0.95172,0.0,0.0,0.0,434588,495805,555408,,0,2.31,286028,,,0.0
BKR,39.05,28.32,0.84,2.37288,2024-08-06 00:00:00.0,17.75133,-0.0449,2.24231,1.30295,13.08027,20.5674,20.8712,7.3687,8.1103,7.4686,8.1383,13.0329,5.1495,8.27208,0.7417,1.26569,0.0,27.1141,37.4976,37.2813,1.96943,73.0053,0.0,0.0,20.5615,16.0015,0.0,993423677.0,0.0,35167198165.0,15.68472,0.0,0.0,0.0,0.21,2024-08-16 00:00:00.0,1.3982,0.0,0.0,0.0,4521549,7233376,6217386,2024-07-25 00:00:00.0,4,1.91,3608283,2024-11-18 00:00:00.0,2024-11-06 00:00:00.0,0.0
BALL,71.32,42.81,0.8,1.24883,2024-09-03 00:00:00.0,28.96045,-32.45811,2.6564,1.36268,11.97477,19.929,20.3447,30.4039,5.3396,5.0383,5.3734,12.7847,4.4592,29.9572,0.83166,1.17652,0.0,44.0359,87.7702,82.6865,2.1923,-0.6163,0.0,0.0,-8.6,1.9709,0.0,303565423.0,0.0,19446400997.0,22.59448,0.0,0.0,0.0,0.2,2024-09-17 00:00:00.0,0.84731,0.0,0.0,0.0,1079708,1943823,1874279,2024-07-24 00:00:00.0,4,2.23,1299467,2024-12-17 00:00:00.0,2024-12-03 00:00:00.0,0.0
BAC,44.44,24.96,1.04,2.62163,2024-09-06 00:00:00.0,14.05418,-3.75867,1.15657,3.4019,6.39757,0.0,0.0,26.3182,28.8952,26.3182,28.8952,8.4949,0.7684,4.26805,0.0,0.0,0.0,0.0,0.0,0.0,2.84257,-18.3623,0.0,0.0,1.9262,-3.4083,0.0,7759577413.0,0.0,307822435973.0,34.38617,0.0,0.0,0.0,0.26,2024-09-27 00:00:00.0,1.35591,0.0,0.0,0.0,35340777,41147910,39238246,2024-07-24 00:00:00.0,4,3.08,32323906,2024-12-27 00:00:00.0,2024-12-06 00:00:00.0,0.0
BK,67.74,39.66,1.88,2.7972,2024-07-22 00:00:00.0,16.07513,0.5176,1.21086,2.595,7.8062,0.0,0.0,19.4679,25.4078,19.4963,25.4513,8.3431,0.7986,4.32668,0.0,0.0,0.0,0.0,0.0,0.0,4.16793,20.9352,0.0,0.0,6.3961,2.9191,0.0,737957499.0,0.0,49598123507.0,49.46084,0.0,0.0,0.0,0.47,2024-08-02 00:00:00.0,1.08196,0.0,0.0,0.0,3229158,4074268,3967201,2024-07-12 00:00:00.0,4,3.87,2541926,2024-11-04 00:00:00.0,2024-10-22 00:00:00.0,0.0
BBWI,52.985,27.3,0.8,2.30415,2024-08-23 00:00:00.0,8.32122,0.70753,-6.11289,1.40693,9.56236,43.7643,43.7861,11.9185,6.2861,11.9185,6.2861,-45.9698,15.247,30.6625,0.79934,1.57002,0.0,139.3971,-325.6563,-314.5584,3.88044,24.3106,0.0,0.0,-1.7329,-1.1858,0.0,223231399.0,0.0,7750594173.0,-7.52018,0.0,0.0,0.0,0.2,2024-09-06 00:00:00.0,1.83458,0.0,0.0,0.0,4024732,3196236,3815826,2024-08-09 00:00:00.0,4,3.84,7204730,2024-12-06 00:00:00.0,2024-11-25 00:00:00.0,0.0
BAX,44.005,31.01,1.16,3.05988,2024-08-30 00:00:00.0,-122.25239,2.59914,2.23233,1.13195,13.41699,38.7677,38.1427,16.5099,-8.2371,-0.9868,-8.1584,-2.219,3.7109,12.80977,0.78079,1.40157,0.0,51.6602,173.1058,141.0871,-0.30936,-94.8753,0.0,0.0,2.1163,2.9024,0.0,510177606.0,0.0,19340833043.0,14.98436,0.0,0.0,0.0,0.29,2024-10-01 00:00:00.0,0.57373,0.0,0.0,0.0,3330744,4395816,4780397,2024-07-16 00:00:00.0,4,-0.1502,2621943,2025-01-01 00:00:00.0,2024-12-02 00:00:00.0,0.0
BDX,283.5,218.75,3.8,1.59684,2024-09-09 00:00:00.0,47.75841,-8.90142,2.61142,3.41844,20.45109,44.8961,46.2324,7.1262,9.7595,7.3582,9.7595,5.6326,3.2481,2.9146,1.19697,1.84815,0.0,40.1208,74.6984,70.0904,5.00226,-9.5163,0.0,0.0,2.6603,4.1058,0.0,289042418.0,0.0,68783424211.0,89.49551,0.0,0.0,0.0,0.95,2024-09-30 00:00:00.0,0.44349,0.0,0.0,0.0,1081044,1428493,1442838,2024-07-23 00:00:00.0,4,5.1,923935,2024-12-30 00:00:00.0,2024-12-09 00:00:00.0,0.0
BBY,93.72,62.3001,3.76,4.23042,2024-06-20 00:00:00.0,15.39152,-1.6137,5.2216,0.37733,7.31368,22.2193,23.3299,2.902,2.7806,2.902,2.7806,42.3148,7.4388,26.74269,0.25938,1.0136,0.0,47.495,129.2667,108.8903,5.70379,-3.6423,0.0,0.0,-6.1472,-5.0668,0.0,215713754.0,0.0,19172638455.0,14.26192,0.0,0.0,0.0,0.94,2024-07-11 00:00:00.0,1.49738,0.0,0.0,0.0,2093311,2926337,3409456,2024-05-30 00:00:00.0,4,5.68,2838897,2024-10-11 00:00:00.0,2024-09-20 00:00:00.0,0.0
BIO,406.44,261.59,0.0,0.0,,-7.11652,0.17499,1.1361,3.05871,19.44196,54.1687,55.7137,-51.7288,-339.1648,-51.7288,-339.1648,-17.4127,2.1125,-15.53141,4.25375,6.27618,0.0,16.5294,20.5448,19.9253,-46.19531,219.1138,0.0,0.0,-4.6744,-7.4553,0.0,22794641.0,0.0,8938665331.0,240.39334,0.0,0.0,0.0,0.0,,0.93001,0.0,0.0,0.0,195565,235557,256753,,0,-21.82,171321,,,0.0
TECH,85.57,51.79,0.32,0.45051,2024-05-10 00:00:00.0,68.19048,-1.68421,5.47947,9.74909,36.55858,66.4723,65.8956,14.5035,13.2597,14.5035,13.2597,8.3315,5.7383,6.95389,2.47371,3.8739,0.0,16.3406,20.2788,19.6543,1.05,-40.341,0.0,0.0,1.9669,1.9669,0.0,158600408.0,0.0,11265386980.0,13.07609,0.0,0.0,0.0,0.08,2024-05-24 00:00:00.0,1.28855,0.0,0.0,0.0,773847,1072065,991449,2024-05-01 00:00:00.0,4,1.05,545838,2024-08-26 00:00:00.0,2024-08-12 00:00:00.0,0.0
BIIB,270.5,189.44,0.0,0.0,,25.71973,-0.41584,2.12574,3.47778,19.73959,76.4485,79.6381,11.9789,23.6764,11.9685,23.6764,7.6284,5.1902,5.05451,1.28277,2.28701,0.0,29.5339,41.9123,41.9123,7.93943,-56.7322,0.0,0.0,-3.3205,-3.0036,0.0,145661642.0,0.0,29613011818.0,109.05353,0.0,0.0,0.0,0.0,,-0.0378,0.0,0.0,0.0,688843,1080021,1017403,,0,7.97,565392,,,0.0
BLK,895.44,596.18,20.4,2.30215,2024-09-09 00:00:00.0,22.05881,3.23508,2.90941,6.26673,26.45082,49.3203,49.386,32.3611,31.1134,33.4153,31.9875,15.2042,3.4306,5.13637,1.85263,2.52779,0.0,21.6592,27.6474,27.6474,40.28594,17.6356,0.0,0.0,-0.0784,7.6754,0.0,148128478.0,0.0,131261088210.0,270.61121,0.0,0.0,0.0,5.1,2024-09-23 00:00:00.0,1.33084,0.0,0.0,0.0,395774,614234,568628,2024-07-24 00:00:00.0,4,36.51,300431,2024-12-23 00:00:00.0,2024-12-09 00:00:00.0,0.0
BX,145.16,88.59,3.28,2.32212,2024-07-29 00:00:00.0,50.71852,-3.51218,13.08986,9.0748,39.76447,94.6482,100.0,20.2454,16.6563,36.2605,35.544,18.9288,8.6997,4.61485,0.94594,1.01522,0.0,36.4078,67.9582,61.15,2.76191,68.5252,0.0,0.0,-4.1417,48.119,0.0,720076731.0,0.0,108163659890.0,9.4577,0.0,0.0,0.0,0.82,2024-08-05 00:00:00.0,1.48952,0.0,0.0,0.0,3045811,4246983,3309953,2024-07-18 00:00:00.0,4,1.83484,3870788,2024-11-05 00:00:00.0,2024-10-29 00:00:00.0,0.0
BA,267.54,159.7,0.0,0.0,2020-02-13 00:00:00.0,-30.29297,0.84738,-6.23235,1.51248,84.39756,10.4626,7.2868,-4.678,-8.5319,-4.7065,-8.5319,20.684,-0.2292,-7.50884,0.26363,1.1843,0.0,133.0879,-322.1388,-295.64,-5.6353,-24.3652,0.0,0.0,16.7937,-0.0693,0.0,616167165.0,0.0,106627727903.0,-29.20407,0.0,0.0,0.0,2.055,2020-03-06 00:00:00.0,1.56138,0.0,0.0,0.0,4898741,7082638,5927763,2019-12-16 00:00:00.0,4,-3.67,3295800,2020-06-08 00:00:00.0,2020-05-13 00:00:00.0,0.0
BKNG,4144.32,2733.04,35.0,0.90172,2024-09-06 00:00:00.0,27.15416,0.60169,-31.16201,6.11548,22.75005,84.5662,86.5335,22.4563,25.96,22.4563,25.96,-203.6025,14.6214,51.7756,1.10628,1.16956,0.0,106.3471,-405.449,-324.8362,143.55957,23.4625,0.0,0.0,25.0146,15.8109,0.0,33524388.0,0.0,130123235802.0,-127.12594,0.0,0.0,0.0,8.75,2024-09-30 00:00:00.0,1.3851,0.0,0.0,0.0,207717,256815,246930,2024-07-31 00:00:00.0,4,117.4,236426,2024-12-30 00:00:00.0,2024-12-06 00:00:00.0,0.0
BWA,42.27,29.51,0.44,1.30758,2024-09-03 00:00:00.0,10.16125,33.68906,1.2052,0.51646,5.94013,18.4074,19.0119,4.9714,8.4096,5.8011,9.1312,11.8299,5.0238,6.82166,1.18939,1.61746,0.0,33.3989,61.6388,53.9856,3.3116,4.7845,0.0,0.0,12.3703,5.4791,0.0,227768975.0,0.0,7664426008.0,26.75079,0.0,0.0,0.0,0.11,2024-09-16 00:00:00.0,1.20921,0.0,0.0,0.0,1778418,2641629,2822873,2024-07-23 00:00:00.0,4,2.7,1881782,2024-12-16 00:00:00.0,2024-12-03 00:00:00.0,0.0
BSX,80.02,48.35,0.0,0.0,,64.79475,0.53658,5.56108,7.41959,25.66391,68.6913,68.9563,11.9968,7.864,11.964,7.8155,9.3211,4.8084,5.80627,0.95283,1.61245,0.0,29.6592,53.0641,45.3976,1.22726,104.7711,0.0,0.0,12.2851,13.6492,0.0,1472626135.0,0.0,117559744357.0,13.84803,0.0,0.0,0.0,0.0,,0.78593,0.0,0.0,0.0,3734557,6611287,5514503,,0,1.07,3240527,,,0.0
BMY,63.41,39.35,2.4,4.98753,2024-07-05 00:00:00.0,-15.24133,0.40514,4.94748,1.8158,6.73009,76.1809,75.6495,-14.0639,13.7693,-14.0359,13.8021,-26.5911,6.0016,-9.71902,0.93699,1.15581,0.0,70.7666,316.3864,294.6628,-3.21888,-185.6094,0.0,0.0,-2.4979,2.9256,0.0,2027395178.0,0.0,97558255965.0,8.39418,0.0,0.0,0.0,0.6,2024-08-01 00:00:00.0,0.43862,0.0,0.0,0.0,9374111,14838043,15537043,2024-06-18 00:00:00.0,4,3.86,6918500,2024-11-01 00:00:00.0,2024-10-07 00:00:00.0,0.0
AVGO,185.162,79.509,2.1,1.3276,2024-06-24 00:00:00.0,69.54404,1.99075,8.49504,13.0603,17.63582,74.2438,74.8378,24.1042,16.9856,23.9846,16.9856,22.2294,7.4262,6.6448,0.75896,1.25438,0.0,49.7232,105.796,102.3284,2.27453,-28.9054,0.0,0.0,7.8788,21.6226,0.0,4654883740.0,0.0,751251686798.0,15.04538,0.0,0.0,0.0,5.25,2024-06-28 00:00:00.0,1.1875,0.0,0.0,0.0,20747973,30791086,36842220,2024-06-12 00:00:00.0,4,3.298,16683106,2024-09-30 00:00:00.0,2024-09-24 00:00:00.0,0.0
BR,223.81,166.73,3.52,1.67491,2024-09-12 00:00:00.0,36.10751,3.38277,10.60322,3.56349,21.32325,30.6586,38.6874,10.7287,16.6229,10.7287,16.6229,31.6684,8.1795,10.71182,0.96413,1.08377,0.0,61.5985,164.9709,163.2183,5.86,10.566,0.0,0.0,7.3569,7.3569,0.0,116708830.0,0.0,24527527712.0,18.57926,0.0,0.0,0.0,0.88,2024-10-03 00:00:00.0,1.05127,0.0,0.0,0.0,665340,520349,555846,2024-08-05 00:00:00.0,4,5.86,659206,2025-01-03 00:00:00.0,2024-12-12 00:00:00.0,0.0
BRO,104.1528,66.73,0.52,0.50485,2024-08-07 00:00:00.0,29.92987,1.16821,4.22865,5.63317,19.20815,48.3216,49.3944,22.3297,22.2318,22.3971,22.4048,17.9576,5.3609,9.57051,0.39807,1.12948,0.0,34.4093,71.9065,59.1518,3.47078,34.4713,0.0,0.0,17.881,12.2121,0.0,285260996.0,0.0,29381882588.0,21.14386,0.0,0.0,0.0,0.13,2024-08-14 00:00:00.0,0.81924,0.0,0.0,0.0,942147,1249973,1115971,2024-07-17 00:00:00.0,4,3.05,591308,2024-11-14 00:00:00.0,2024-11-07 00:00:00.0,0.0
BLDR,214.7,105.235,0.0,0.0,,15.17003,-0.50924,3.74433,0.9919,10.49891,34.1019,32.8225,8.2489,7.7213,8.2489,7.7213,32.4984,11.6243,16.96319,1.07868,1.82543,0.0,49.1289,101.1182,98.8072,11.39747,-12.8161,0.0,0.0,-24.769,-8.0859,0.0,116454416.0,0.0,20335270121.0,36.96526,0.0,0.0,0.0,0.0,,2.03855,0.0,0.0,0.0,1410689,1714392,1895843,,0,11.94,1078067,,,0.0
BG,115.84,86.1,2.72,2.71132,2024-11-18 00:00:00.0,11.37808,0.16313,1.512,0.27718,5.70087,6.8916,5.0147,2.3342,0.5286,2.4614,0.5513,12.2969,5.6242,7.60521,0.528,2.03155,0.0,27.5884,53.8643,42.4487,8.8609,-31.4838,0.0,0.0,-11.441,-12.5008,0.0,141651464.0,0.0,14210474868.0,70.61499,0.0,0.0,0.0,0.68,2024-12-02 00:00:00.0,0.65719,0.0,0.0,0.0,824298,1365600,1268961,2024-04-22 00:00:00.0,4,14.87,907653,2025-03-03 00:00:00.0,2025-02-18 00:00:00.0,0.0
BXP,74.91,50.64,3.92,5.28302,2024-06-28 00:00:00.0,70.05498,-0.78786,1.66658,2.91598,7.51634,61.546,60.7091,5.0547,9.4376,7.9418,12.6778,3.1766,2.5025,0.68968,0.7599,0.83298,0.0,56.857,194.7389,167.5799,1.06031,-74.9342,0.0,0.0,4.7117,4.5505,0.0,157933760.0,0.0,11718684992.0,36.93789,0.0,0.0,0.0,0.98,2024-07-31 00:00:00.0,1.19461,0.0,0.0,0.0,904969,1402836,1221441,2024-06-12 00:00:00.0,4,1.21,750056,2024-10-31 00:00:00.0,2024-09-30 00:00:00.0,0.0
